Job Title,Company,Location,Experience,Min Experience,Max Experience,Salary Label,Min Salary (INR),Max Salary (INR),Job Role,Skills
Data Analyst,Usdc Global,Bengaluru,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"Business analytics, Agile, Conceptualization, Programming, Data Analyst, data visualization, Research, Forecasting, SQL, Python"
Data Analyst,Grid Dynamics,Hyderabad,2-7 Yrs,2,7,Not Disclosed,0.0,0.0,Data Analyst,"Version control, GIT, GCP, MySQL, Cost management, Data processing, Data Analyst, Medical insurance, Analytics, SQL"
Data Analyst,Ivy Knowledge Services,Bengaluru,1-5 Yrs,1,5,Not Disclosed,0.0,0.0,Data Analyst,"Automation, Aviation, Data Analyst, Advanced Excel, Macros, Information technology, Financial services, Wholesale, SQL, Python"
Data Analyst,Myglamm,Mumbai,2-4 Yrs,2,4,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Excel, Analytical, Data collection, Market research, data visualization, Private equity, SQL, Python"
Data Analyst,Rehoboth Academic Services,Bengaluru,2-7 Yrs,2,7,Not Disclosed,0.0,0.0,Data Analyst,"Excel, Report writing, Content writing, SEM, Data Analyst, MS Office, Statistics"
Data Analyst- aws services,Clifyx Technology,Bengaluru,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"s3, team handling, emr, aws, data analyst, aws services, sql, communication skills"
Data Analyst,Credit Wise Capital Pvt. LTD.,Mumbai,5-8 Yrs,5,8,Not Disclosed,0.0,0.0,Data Analyst,"Loans, Data analysis, digital analytics, NBFC, Underwriting, Consumer finance, Analytical, Manager Technology, Portfolio management, Analytics"
Statistician/Data Analyst,Authenu,Bengaluru,2-7 Yrs,2,7,Not Disclosed,0.0,0.0,Non Tech Support - Non Voice,"Usage, Email, Data collection, Data Analyst, Problem, Subject Matter Expert, Research, Analyst 3, Statistics, WHO"
Data Analyst,Heptarc Talent Acquisition,Bengaluru,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"data cleansing, Report generation, metadata, Manager Quality Assurance, data integrity, Data Analyst, Management, Troubleshooting, Data mining, Data warehousing"
Staff Data Analyst,Enphase Energy,Bengaluru,8-12 Yrs,8,12,Not Disclosed,0.0,0.0,Data Analyst,"Automation, Data management, Analytical, Process improvement, Data structures, Information technology, Monitoring, SQL, Python"
Staff Data Analyst,Coupang,Bengaluru,6-10 Yrs,6,10,Not Disclosed,0.0,0.0,Data Analyst,"Supply chain, Data analysis, Automation, Analytical, data integrity, korean, Forecasting, Analytics, SQL, Data extraction"
Data Analyst,Falcon Smart It,Bengaluru,2-6 Yrs,2,6,Not Disclosed,0.0,0.0,Quality Auditor / Inspector,"ERP, Data analysis, Publishing, Kaizen, Data Analyst, Advanced Excel, Powerpoint, Macros, Sharepoint, Inventory"
Data Analyst (Tableau & Python),Swits Digital,Bengaluru,3-6 Yrs,3,6,Not Disclosed,0.0,0.0,Data Analyst,"Performance tuning, Automation, MS SQL, Data modeling, MySQL, Stored procedures, Oracle, Teradata, Macros, Python"
Data Analyst,Grid Dynamics,Chennai,2-7 Yrs,2,7,Not Disclosed,0.0,0.0,Data Analyst,"Version control, GIT, GCP, MySQL, Cost management, Data processing, Data Analyst, Medical insurance, Analytics, SQL"
Data Analyst,Fleek,Bengaluru,1-2 Yrs,1,2,Not Disclosed,0.0,0.0,Data Analyst,"Data validation, Data modeling, Analytical, Healthcare, Manager Quality Control, Operations, Analytics, Wholesale, SQL, Data extraction"
Data Analyst,Rubick.AI,Bengaluru,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"Computer science, data science, Machine learning, Data collection, power bi, Data Analyst, data visualization, Predictive analytics, SQL, Python"
Data Analysts,Prometheus Consulting,Bengaluru,2-3 Yrs,2,3,Not Disclosed,0.0,0.0,Back End Developer,"Supply chain, Process orientation, Business analytics, Analytical, Consulting, Market research, Data Analyst, Customer experience, Stakeholder management, SQL"
Data Analyst,Tech Stalwart Solution,Kolkata,6-9 Yrs,6,9,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, SCALA, Data Analyst, SQL, Python"
Data Analyst,Clifyx Technology,Bengaluru,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"Backend, Excel, Schema, query, power bi, Data Analyst, AWS, SQL"
Data Analyst,Barclays,Pune,1-8 Yrs,1,8,Not Disclosed,0.0,0.0,Database Analyst,"Unix, Linux, Analytical, Scheduling, Business strategy, Assistant Vice President, Oracle, Stakeholder management, Operations, SQL"
BA / Data Analyst,Tekskills,Bengaluru,10-18 Yrs,10,18,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"Data Science, Big Data, Database"
Data Analyst,IDESLABS PRIVATE LIMITED,Bengaluru,4-6 Yrs,4,6,Not Disclosed,0.0,0.0,Data Analyst,"Business Intelligence, Administration, Agile Methodologies, Analytical Skills, Statistics, Analytics, Sql, Business Analysis, R, Business Growth, Data Analyst"
Data Analyst,Techmasters Infomatrix,Mumbai Suburban,8-12 Yrs,8,12,Not Disclosed,0.0,0.0,Business Intelligence & Analytics - Other,"data fabric, Power Bi, Amp, Hadoop, SQL, NLP, apache, Snowflake, Data Modeling, Data Warehousing, Financial Crimes"
"Data Analyst (NetSuite, Workday, Snowflake)
",IOSPL Technology Services Private Limited,Kolkata,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Analyst,"BI tools, ERP transition, Snowflake, R Language, Data Analysis, Workday, SQL, Python, NetSuite"
Data Analyst,Black And White Business Solutions,Hyderabad,8-13 Yrs,8,13,17-25 Lacs,1700000.0,2500000.0,IT & Information Security - Other,Snowflake
Data Analyst,Black And White Business Solutions,Hyderabad,8-10 Yrs,8,10,15-20 Lacs,1500000.0,2000000.0,Software Development - Other,Snowflake
Petrophysics Data Analyst-G&G Ops Specialist,BCFORWARD INDIA TECHNOLOGIES PRIVATE LIMITED,Bangalore Rural,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,IT Consulting - Other,"G&G Ops, Geomechanics, troubleshooting, requirement management system, petrophysics, Data analysis"
Data Analyst,Naukri E Hire Campaign,Hyderabad,7-10 Yrs,7,10,Not Disclosed,0.0,0.0,Business Intelligence & Analytics - Other,"Data Quality, Data Migration, Databricks"
Data Analyst,MS Guide World,Bengaluru,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Version control, Linux, Talent acquisition, Windows, data visualization, Analytics, Python, Recruitment"
Petrophysics Data Analyst-G&G Ops Specialist 5+ Yrs,BCFORWARD INDIA TECHNOLOGIES PRIVATE LIMITED,Bengaluru,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,IT Consulting - Other,"G&G Ops, Geomechanics, troubleshooting, requirement management system, petrophysics, Data analysis"
Petrophysics Data Analyst-G&G Ops Specialist,BCFORWARD INDIA TECHNOLOGIES PRIVATE LIMITED,Bengaluru,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,IT Consulting - Other,"G&G Ops, Geomechanics, troubleshooting, requirement management system, petrophysics, Data analysis"
Data Analyst,Han Digital Solution,Hubli,1-2 Yrs,1,2,Not Disclosed,0.0,0.0,Data Analyst,"Microstrategy, Data analysis, SAS, Db2, Coding, MySQL, Agile, Oracle, Business intelligence, Risk management"
Data Analyst,Acme Services,Bengaluru,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"data science, Programming, Data Analyst, Forecasting, Statistics, Testing, SQL, Python"
Data Analyst,Acme Services,Bengaluru,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Business Analyst,"Interpersonal skills, Business Analyst, Analytical, Programming, Database, Manager Technology, Data quality, Data Analyst, Cost benefit analysis, SQL"
Data Analyst,Z2plus Placement & Security Agency Pvt. Ltd.,Bengaluru,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Software Development - Other,"Industry research, Marketing programs, Statistical modeling, SQL database, Data modeling, management, Business excellence, Data mining, Database Administrator, Python"
Data Analyst,Xpheno,Bengaluru,2-4 Yrs,2,4,Not Disclosed,0.0,0.0,Business Analyst,"Lean manufacturing, Analytical, Data Analyst, Management, Data mining, Continuous improvement, Operations, Cost, SQL, Business operations"
AI Engineer / Data Analyst,Meru Software,Hyderabad,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Engineer,"Machine learning, Data Analyst, SQL, Python"
Engineer/Data Analyst,Mycitynagpur,Nagpur,5-8 Yrs,5,8,Not Disclosed,0.0,0.0,Software Development - Other,Data Analyst
Data Analyst,Sharp Mint,Muzaffarnagar,3-5 Yrs,3,5,2.5-4.75 Lacs,250000.0,475000.0,Data Science & Analytics - Other,"Business Consulting, Financial Analytics, Data Analysis, Python, Business Strategy"
Data Analyst,GS1 India,Chennai,8-13 Yrs,8,13,9-15 Lacs,900000.0,1500000.0,Data Analyst,"Azure Data Warehouse, Bi Tools, Azure Databricks, Advanced Excel, Mongo DB, Azure SQL, Azure Synapse, Data Quality, Master Data Management, Azure storage gen 2, Power Bi"
Data Governance Analyst,Alstom,Bengaluru,4-7 Yrs,4,7,Not Disclosed,0.0,0.0,Data Analyst,"Change Management, Communication Skills, Data Quality, Power Bi, Data Analysis, Data Catalog, Data Visualization, Data Modeling, Onboarding, Sql, Data Governance"
Data Catalog Analyst,Alstom,Bengaluru,3-6 Yrs,3,6,Not Disclosed,0.0,0.0,Data Analyst,"medical, apr, data management, metadata standards, user stories, change management, data modeling, design, data governance, onboarding, data catalog"
Data Analyst - 5+Year Experienced @10LPA- Ahmedabad,Arise Solutions,Ahmedabad,5-10 Yrs,5,10,8-11 Lacs,800000.0,1100000.0,Data Analyst,"Power Bi, Data Analysis, Travel Coordination, Business Intelligence"
Data Analyst,Prominent Consultant,Vadodara,5-10 Yrs,5,10,6-8 Lacs,600000.0,800000.0,Data Analyst,"Power Bi, Data Analysis, Data Visualization, Tableau, Data Analytics, Data Analyst"
Data Governance Analyst,Careernet,Bengaluru,4-7 Yrs,4,7,Not Disclosed,0.0,0.0,Business Analyst,"Data Management, Collibra"
Data Analyst I - AMS,Nordson Corporation,Remote,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Automation, Analytical, Predictive modeling, Troubleshooting, Data mining, Business intelligence, SQL, Data extraction"
Data Analyst,LRN Corporation,Mumbai,4-9 Yrs,4,9,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Sales, Analytical, commercial strategy, Workflow, Data Analyst, Reporting tools, SQL, Auditing, Salesforce"
Data Analyst,Luxoft,Noida,6-8 Yrs,6,8,Not Disclosed,0.0,0.0,Data Analyst,"Enterprise Applications, Automation, It Operations, Aviation, It Services, Stakeholder Communication, Analytics, Automation Tools, Service Delivery, Cloud, data analyst"
Data Analyst,Squircle IT,Gurugram,3-8 Yrs,3,8,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"Data analysis, Excel, query, Data collection, Data Analyst, Management, Powerpoint"
Data Analyst,Cision,Remote,4-5 Yrs,4,5,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Excel, Skill development, Coding, Social media, Genetics, data privacy, Data Analyst, Continuous improvement"
Data Analyst,Eulerity,Pune,3-8 Yrs,3,8,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Manager Quality Assurance, Business analytics, Javascript, Account management, Troubleshooting, Business intelligence, Monitoring, SQL, Auditing"
Data Analyst,HMH Technology Private Limited,Pune,3-7 Yrs,3,7,Not Disclosed,0.0,0.0,Data Analyst,"ETL, Data analyst"
Data Analyst,Kiya.ai,Chennai,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Analyst,"Data Analysis, Dashboards AND Executive reporting"
Data Analyst,Facctum,Pune,2-3 Yrs,2,3,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Automation, Compliance, Analytical, Flex, Data quality, data integrity, Data Analyst, Test case design, Python"
Data Analyst,Momento Cybertech Solutions,India,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,"BFSI, Investments & Trading - Other",Visualization Tools
Data Analyst AI ML,Getronics,Chennai,4-6 Yrs,4,6,Not Disclosed,0.0,0.0,Data Science & Machine Learning - Other,"Aiml, Power Bi"
Data Analyst,elevate,Chandigarh,2-5 Yrs,2,5,3-5 Lacs,300000.0,500000.0,Business Intelligence & Analytics - Other,"VLOOKUP, Pivot, Macros, MS Excel"
Data Analyst,Valenta Bpo Solutions,Nashik,3-4 Yrs,3,4,Not Disclosed,0.0,0.0,Data Analyst,"Online research, Administration, Basic, Data management, Data Analyst, Management, Supervision, Data entry, CRM"
Data Analyst,Valenta Bpo Solutions,New Delhi,3-4 Yrs,3,4,Not Disclosed,0.0,0.0,Data Analyst,"Online research, Administration, Basic, Data management, Data Analyst, Management, Supervision, Data entry, CRM"
Data Analyst,Brainware University,Kolkata,5-10 Yrs,5,10,3.5-7 Lacs,350000.0,700000.0,Teaching & Training - Other,"Machine Learning Algorithms, Data Visualization, Tableau, commerce, Machine Learning, SQL, Data Science"
DATA ANALYST,Kilonewtons,Hyderabad,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Statistical analysis, GCP, Machine learning, data integrity, Data Analyst, data visualization, Analytics, SQL, Python"
Site Data Analyst,Apraava Renewable Energy,Jaipur,4-9 Yrs,4,9,Not Disclosed,0.0,0.0,Data Analyst,"Project implementation, Compliance, Relationship, Gap analysis, Data Analyst, SCM, Functionality testing, Principal, Team coordination, Auditing"
Data Analyst,Rezo,Noida,5-7 Yrs,5,7,Not Disclosed,0.0,0.0,Data Analyst,"SQL queries, Data analysis, Database design, Report writing, Data collection, Design development, Data Analyst, Data mining, Analytics, database development"
Data Analyst,Guidehouse,Chennai,1-6 Yrs,1,6,Not Disclosed,0.0,0.0,Database Administrator,"Process automation, MIS reporting, SAN, Backend, Data analysis, Excel, Staffing, Resource management, Macros, Analytics"
"Python Data Analyst (Indore, Full Time)",MavenMagnet,Indore,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"xlwings, SciPy, Pandas, AI, NumPy, openpyxl, Python"
Data Analyst,Syneos Health,Gurugram,3-8 Yrs,3,8,Not Disclosed,0.0,0.0,Data Analyst,"Career development, Field operations, Pharma, Agile, Healthcare, Life sciences, HTTP, Business intelligence, CRM, Python"
Data analyst,Hinduja Housing Finance,Chennai,3-7 Yrs,3,7,Not Disclosed,0.0,0.0,Data Analyst,"Excel, Qlik sense, Dashboards, Dashboard Development, Reporting, Power BI"
Data Analyst ( CCLF),Bandi Informatics,Chennai,1-2 Yrs,1,2,Not Disclosed,0.0,0.0,Data Analyst,"data analysis, analytical, interpretation, process improvement, problem solving"
Packaging Data Analyst,McCormick India,Gurugram,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Data Analyst,"Master Data Governance, S/4HANA, SAP, Packaging Engineering, Data Analysis"
Data Analyst,Swaas Systems,Chennai,3-7 Yrs,3,7,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"Oracle SQL, Snowflake, Data Analysis, Data Warehousing, Data Bricks, Python, Excel"
Data Analyst,360DigiTMG,Hyderabad,1-2 Yrs,1,2,Unpaid,,,Data Analyst,"Intern, data security, Analytical, Artificial Intelligence, Data Analyst, Business intelligence, Troubleshooting, Internship, Python, Data extraction"
Sustainability Data Analyst,BSI Group,New Delhi,4-5 Yrs,4,5,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Automation, ISO, Aerospace, Analytical, Reconciliation, Data collection, Healthcare, Automotive, Auditing"
Data Analyst,Wissen Technology,Hyderabad,3-6 Yrs,3,6,Not Disclosed,0.0,0.0,Data Analyst,"analytical, bi, capital market, dashboards, equity, sql, derivatives, bi tools, fx, data modeling"
Data Analyst,Tecqubes Technologies,Navi Mumbai,2-4 Yrs,2,4,7-10 Lacs,700000.0,1000000.0,Healthcare & Life Sciences - Other,"Macros, Visualizing"
Data Analyst - Manufacturing Industry,African Industries,Nigeria,3-8 Yrs,3,8,20-35 Lacs,2000000.0,3500000.0,Data Science & Analytics - Other,"Predictive Modeling, Advanced Analytics, Statistical Modeling, Dashboards, Tableau, SQL, Power Bi"
SEO Data Analyst,Newfold Digital,Mumbai,4-6 Yrs,4,6,Not Disclosed,0.0,0.0,Data Analyst,"CRO, Health insurance, Data analysis, Web analytics, Analytical, SEO, Oracle, Analytics, CRM, SQL"
Data Analyst IV,Info Services,Hyderabad,10-20 Yrs,10,20,Not Disclosed,0.0,0.0,Data Science & Analytics - Other,"Validating reports, ETL, Data Validation"
Data Analyst,RheinBrcke IT Consulting,Chennai,4-9 Yrs,4,9,Not Disclosed,0.0,0.0,Data Analyst,"SQL queries, Analytical, SSRS, data governance, Performance optimization, power bi, Data Analyst, SSIS, Business intelligence, Data extraction"
Data Analyst,Amrita Vishwa Vidyapeetham,Kollam,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"Supply chain, Networking, Operations planning, Strategic planning, Data Analyst, Merchandising, Operations, Analytics, Inventory, Teaching"
Data Analyst,Payoneer,Gurugram,1-3 Yrs,1,3,Not Disclosed,0.0,0.0,Data Analyst,"python, data analysis, sql queries, data validation, bi, data processing, power bi, business analysis, data engineering, dashboards"
Claims Data Analyst,Paktolus Solutions,Mumbai (All Areas),3-6 Yrs,3,6,5-8 Lacs,500000.0,800000.0,IT & Information Security - Other,"Risk Assessment, claims support, documentation, Claims Adjudication, Claims Processing, Claims"
Data Analyst,Csk Technologies,Noida,1-4 Yrs,1,4,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Excel, Analytical, Data collection, data visualization, Digital marketing, Operations, CRM, SQL, Python"
Data Analyst,Airtel Payments Bank,Gurugram,2-5 Yrs,2,5,Not Disclosed,0.0,0.0,Business Analyst,"Oracle SQL, Quicksight, Data Analysis, Data Visualization, Power Bi"
Data Analyst,Bestpeers Infosystem,Indore,5-7 Yrs,5,7,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Statistical analysis, Data management, Process improvement, data integrity, Data Analyst, data visualization, SQL, Python"
Data Analyst,Int9 Solutions,Pune,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,BI Architect,"Computer science, Automation, Networking, Analytical, Consulting, Oracle, microsoft, Troubleshooting, Analytics, Python"
Packaging Data Analyst,McCormick India,Gurugram,3-5 Yrs,3,5,Not Disclosed,0.0,0.0,Data Analyst,"Supply chain, ERP, Assurance, SAP, Operational excellence, Process improvement, Analytical, Workflow, Data Analyst, Continuous improvement"
Data Analyst,Weather Risk Management Services,Gurugram,3-4 Yrs,3,4,Not Disclosed,0.0,0.0,Data Analyst,"matlab, project management, python, modeling, data analysis, statistical techniques, software testing, management skills, simulation, forecasting"
Data Analyst,RightWave InfoSolutions (Pvt) Ltd.,Noida,3-8 Yrs,3,8,Not Disclosed,0.0,0.0,Data Analyst,"Process design, Google Analytics, Linguistics, Market research, Data quality, Data Analyst, Reporting tools, CRM, Logistics, marketing automation"
Data Analyst,Better Mortgage,Gurugram,3-8 Yrs,3,8,Not Disclosed,0.0,0.0,Data Analyst,"Loans, Automation, Data analysis, Data modeling, Analytical, Underwriting, Reconciliation, Variance analysis, Recruitment, SQL"
Data Analyst,Lorven Technologies,Chennai,3-8 Yrs,3,8,Not Disclosed,0.0,0.0,Data Analyst,"HP data protector, Analytical, HIPAA, Agile, Healthcare, Data processing, data visualization, Analytics, SQL, Python"
Data Analyst,Straive,Chennai,2-6 Yrs,2,6,Not Disclosed,0.0,0.0,Other,"Amazon Redshift, Redshift Aws, Redshift Db, ETL, Elt, AWS, EMR"
Data Analyst,Sparix Global,Noida,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Automation, Data validation, Healthcare, Appeals, Cosmos, Operations, Analytics, SQL, Auditing"
Data Analyst,Wonderskool,Panchkula,2-7 Yrs,2,7,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, SAS, Data management, Healthcare, Data mining, Risk management, Analytics, Counselling, SQL, Logistics"
Excel Data Analyst,Ivy Knowledge Services,Mumbai,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Analyst,"Linux, SAS, MIS, Agile, Data structures, VB, microsoft, Open source, SQL, Python"
Data Analyst,HRS Group,Mohali,5-10 Yrs,5,10,Not Disclosed,0.0,0.0,Data Analyst,"Procurement, Microstrategy, customer analytics, Automation, Marketing operations, Team Leader, Stakeholder management, Forecasting, SQL, Python"
Data Analyst - FinBox,Finbox,Gurugram,2-4 Yrs,2,4,Not Disclosed,0.0,0.0,Data Analyst,"Computer science, Business objects, SAS, Database design, XML, Javascript, SPSS, Data mining, Financial services, SQL"
Data Analyst,Creditsafe,Hyderabad,2-8 Yrs,2,8,Not Disclosed,0.0,0.0,Data Analyst,"Data analysis, Manager Quality Assurance, Business transformation, Data management, Process improvement, Customer retention, Data quality, Business intelligence, Continuous improvement, Gaming"
Data Analyst,Rubrix Analytics,Ernakulam,1-6 Yrs,1,6,1-2.25 Lacs,100000.0,225000.0,Technical Operations (Tech Ops),"Google Sheets, Excel Sheet, Excel"
